Substitute,Status,Normal,--,Scene,--,"Self, Illusion, Coat","The user loses 1/4 of their maximum Hit Points. This Hit Point loss cannot be prevented in any way. The user creates an Illusory Substitute Coat, which has Hit Points equal to 1/4th of the user’s full Hit Points +1. If the user would be hit by a Move or attack, instead the Substitute gets hit. Apply weakness, resistance and stats to the Substitute. The Substitute is immune to Status Afflictions and Status Moves. Moves with the Social or Sonic keywords completely ignore and bypass the Substitute. Once the Substitute has been destroyed, the user may be hit as normal. Substitute cannot be used if the user has less than 1/4 of their full Hit Points."
Super Fang,Physical,Normal,See Effect,Scene,4,"Melee, 1 Target", The target loses 1/2 of its current HP.
Supersonic,Status,Normal,--,Scene x2,6,"4, 1 Target, Sonic","The target becomes Confused. On miss, the target suffers a -2 penalty to Accuracy Rolls for one full round."
Swagger,Status,Normal,--,EOT,4,"6, 1 Target, Social",Raise the target's Attack by +2 CS. The target is Confused.
Swagger [SM],Status,Normal,--,EOT,5,"6, 1 Target, Social",Raise the target's Attack by +2 CS. The target is Confused.
Swallow,Status,Normal,--,Daily x2,--,Self,"If the user’s Stockpiled count is 1, they are healed 25% of their full Hit Point value; if their Stockpiled count is 2, they are healed half of their full Hit Point value; if their Stockpiled count is 3, they are healed back to full Hit Points. After using Swallow, the user’s Stockpiled count is set to 0. If the user has no Stockpiled count, Swallow does nothing."
Sweet Scent,Status,Normal,--,Scene,2,"Burst 2, Friendly",Targets hit by Sweet Scent gain a -2 Penalty to Evasion. (Total Evasion may not be lowered to a negative value.) *Grants Alluring
Swift,Special,Normal,6,EOT,--,"8, Ranged Blast 2, Friendly",Swift cannot Miss.
Swords Dance,Status,Normal,--,EOT,--,Self,Raise the user's Attack by +2 CS.
Tackle,Physical,Normal,5,At-Will,2,"Melee, 1 Target, Dash, Push",The target is Pushed 2 Meters.
Tackle [SM],Physical,Normal,4,At-Will,2,"Melee, 1 Target, Dash, Push",The target is Pushed 2 Meters.
Tail Slap,Physical,Normal,3,EOT,4,"Melee, 1 Target, Five Strike",--
Tail Whip,Status,Normal,--,At-Will,2,"Burst 1, Friendly",All legal targets have their Defense lowered by -1 CS.
Take Down,Physical,Normal,9,EOT,5,"Melee, 1 Target, Dash, Recoil 1/3",You may perform a Trip Maneuver against the target as a Free Action.
Tearful Look,Status,Normal,--,EOT,2,"Burst 1, Social, Friendly",All legal targets lose -1 Attack and Special Attack CS each.
Teatime,Status,Normal,--,Scene,--,"Field, Social","All participants in the battle may choose to immediately consume one of their Food Buffs, regardless of if the conditions to do so are met."
Techno Blast,Special,Normal,12,Scene,2,"6, Ranged Blast 2",Techno Blast’s Type can be any Type while holding the appropriate Drive item or Plate item.
Teeter Dance,Status,Normal,--,Scene,2,Burst 1,All legal targets are Confused.
Thrash,Physical,Normal,12,Scene x2,3,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enraged and Confused."
Tickle,Status,Normal,--,EOT,2,"Melee, 1 Target",Lower the target’s Attack and Defense by -1 CS each.
Transform,Status,Normal,--,At-Will,--,"10, 1 Target","The user targets a Pokémon within 10 meters and assumes the form of the target. It gains all of the target's Moves, Abilities, and Capabilities; and copies its weight and height. Transform lasts until the user is switched out, Fainted, or until the end of the encounter. The user may choose to end the Transformation on its turn as a free action, regaining its previous Move List. The user's Stats do not change from using Transform. Transform cannot miss."
Tri Attack,Special,Normal,8,EOT,2,"6, 1 Target","Tri Attack gives the target a Status ailment on 17+. If this effect is triggered, roll 1d3; on 1 the target is Paralyzed; on 2 the target is Burned; on 3 the target is Frozen."
Trump Card,Special,Normal,6,EOT,2,"6, 1 Target","Whenever the user uses Trump Card, the user gains a Trump Count after the attack is resolved. Trump Card's DB is increased by +2 for each Trump Count."
Uproar,Special,Normal,5,EOT,2,"Burst 1, Spirit Surge, Sonic",All Pokémon and Trainers within 5 meters of the user are cured of Sleep.
Vicegrip,Physical,Normal,6,At-Will,2,"Melee, 1 Target",--
Weather Ball,Special,Normal,5,EOT,2,"8, 1 Target","If it is Sunny, Weather Ball is Fire-Type. If it is Rainy, Weather Ball is Water-Type. If it is Hailing, Weather Ball is Ice-Type. If it is Sandstorming, Weather Ball is Rock-Type. When a weather effect is on the field, Weather Ball has a Damage Base of 10 (3d8+10 / 24). If there are multiple Weather Effects on the field, choose one type for Weather Ball to be that corresponds with an existing Weather Effect."
Whirlwind,Status,Normal,--,Scene x2,2,Line 6,"All targets are pushed X meters, where X is 8 minus their weight class. If the Line targets into a Smokescreen, the smoke is dispersed. All hazards in the Whirlwind are destroyed."
Wish,Status,Normal,--,Daily x2,--,"15, 1 Target, Healing","At the end of the user's next turn, the target regains HP equal to half of its full HP. If the user targets itself and is replaced in battle, the replacement is healed by half of its own HP."
Work Up,Status,Normal,--,EOT,--,Self,Raise the user’s Attack and Special Attack by +1 CS each.
Wrap,Static,Normal,--,Static,--,--,"The user gains a +1 Bonus to Accuracy Rolls made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers or gain Dominance. Whenever the user gains Dominance in a Grapple, the target of the Grapple loses a Tick of Hit Points."
Wring Out,Special,Normal,12,Scene x2,2,"Melee, 1 Target","For every 10% the target is below their full HP, Wring Out's Damage Base is reduced by -1."
Yawn,Status,Normal,--,Scene x2,--,"2, 1 Target, Social",The target falls Asleep at the end of its next turn. Yawn cannot miss.
Acid,Special,Poison,4,At-Will,2,Cone 2,Acid lowers the target’s Special Defense by -1 Combat Stage on 18+.
Acid Armor,Status,Poison,--,Scene,--,"Self, Set-Up","Set-Up Effect: The user becomes Liquefied. While Liquefied, the user is Slowed and cannot take Standard Actions except to Resolve the effect of Acid Armor, the user's Movement is never obstructed by rough or slow terrain, and the user can shift even through the smallest openings. Furthermore, while Liquefied, the user is completely immune to all Physical damage and becomes completely invisible if fully submerged in any liquid. Resolution Effect: The user gains +1 Defense CS, then stops being liquified."
Acid Spray,Special,Poison,4,EOT,2,"4, 1 Target",Acid Spray lowers the target’s Special Defense by -2 CS.
Baneful Bunker,Status,Poison,--,Scene,--,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may use Baneful Bunker. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker is Poisoned."
Belch,Special,Poison,12,Scene x2,4,Cone 2,Belch cannot be used if the user has not traded in a Digestion/Food Buff during this Scene.
Clear Smog,Special,Poison,5,Scene x2,--,"6, 1 Target","The target's Combat Stages are reset to their defaults, and all Coats on the target are destroyed. Clear Smog cannot miss."
Coil,Status,Poison,--,Scene x2,--,Self,"Raise the user’s Attack and Defense by +1 CS, and the user gains +1 Accuracy."
Cross Poison,Physical,Poison,7,EOT,2,"Melee, Pass",Cross Poison is a Critical Hit on 18+ and Poisons the target on 19+.
Gastro Acid,Status,Poison,--,Scene,2,4. 1 Target,"The target's Ability is disabled until the end of the encounter. If the target has more than one ability, you choose one of them to disable."
Gunk Shot,Physical,Poison,12,Daily x2,5,"6, 1 Target, Smite",Gunk Shot Poisons the target on 15+.
Poison Fang,Physical,Poison,5,EOT,2,"Melee, 1 Target",Poison Fang Badly Poisons the target on 17+.
Poison Gas,Status,Poison,--,Scene,6,Burst 1 or Cone 2,Poison Gas Poisons all legal targets.
Poison Jab,Physical,Poison,8,EOT,2,"Melee, 1 Target",Poison Jab Poisons the target on 15+.
Poison Powder,Status,Poison,--,EOT,6,"4, 1 Target, Powder",The target is Poisoned.
Poison Sting,Physical,Poison,2,At-Will,2,"6, 1 Target",Poison Sting Poisons the target on 17+.
Poison Tail,Physical,Poison,5,At-Will,2,"Melee, 1 Target",Poison Tail is a Critical Hit on 18+ and Poisons the target on 19+.
Purify,Status,Poison,--,Scene,--,"Melee, 1 Target","The target is cured of all Permanent and Volatile Statuses. For every status removed, the user recovers a Tick of Hit Points."
Sludge,Special,Poison,7,EOT,2,"6, 1 Target",Sludge Poisons the target on 15+.
Sludge Bomb,Special,Poison,9,EOT,2,"8, 1 Target",Sludge Bomb Poisons the target on 15+.
Sludge Wave,Special,Poison,10,Scene x2,2,Burst 1 or Close Blast 2,Sludge Wave Poisons all legal targets on 19+.
Smog,Special,Poison,3,At-Will,7,Line 2,Smog Poisons all legal targets on an Even-Numbered Roll.
Toxic,Status,Poison,--,Scene x2,4,"4, 1 Target","The target is Badly Poisoned. If the user is Poison Type, Toxic cannot miss."
Toxic Spikes,Status,Poison,--,EOT,--,"6, Hazard","Set 8 square meters of Toxic Spikes within the range such that all 8 meters are adjacent with at least one other space of Toxic Spikes. Toxic Spikes cause Terrain to become Slow Terrain, and a grounded foe that runs into the hazard becomes Poisoned and Slowed until the end of their next turn. If there are 2 layers of Toxic Spikes on the same space, it Badly Poisons the foes instead. Poison-Type Pokemon may move over Toxic Spikes harmlessly, destroying the Hazards as they do so."
Toxic Threads,Status,Poison,--,Scene x2,2,"6, 1 Target","The target is Poisoned and receives -1 Speed Combat Stage. If the target is already Poisoned, they instead lose a Tick of Hit Points and receive -2 Speed Combat Stages."
Venom Drench,Status,Poison,--,EOT,--,Cone 2,"All Poisoned targets have their Attack, Special Attack, and Speed lowered by -1 CS. Venom Drench cannot miss."
Venoshock,Special,Poison,7,Scene x2,2,"6, 1 Target","If the target is Poisoned, Venoshock has a Damage Base of 13 (4d10+10 / 35) instead."
Agility,Status,Psychic,--,EOT,--,Self,Raise the user’s Speed 2 Combat Stages.
Ally Switch,Status,Psychic,--,Scene,--,"6, 1 Target, Interrupt","Ally Switch may be declared during a foe’s turn as an Interrupt. The user chooses one willing ally within 6 meters; the target and the user switch places. If the ally was a target of a Move, the user is now the target; If the user was a target of a Move, the ally is now the target."
Amnesia,Status,Psychic,--,EOT,--,Self,Raise the user’s Special Defense 2 Combat Stages.
Barrier,Status,Psychic,--,Scene x2,--,Hazard,"The user creates a Barrier of psychic energy. The user places up to 4 segments of Barrier; each segment must be continuous with another segment, and at least one must be adjacent to the user. These barriers count as blocking terrain and last until the end of the encounter or until they are destroyed. Each Barrier segment is 2 meters tall, 1 meter wide, and 2 centimeters thick. Each segment has 20 Hit Points, 15 Damage Reduction, and takes damage as if it was Psychic Typed."
Calm Mind,Status,Psychic,--,EOT,--,Self,Raise the user’s Special Attack 1 Combat Stage and raise the user’s Special Defense 1 Combat Stage.
Confusion,Special,Psychic,5,At-Will,2,"6, 1 Target",Confusion Confuses the target on 19+.
Cosmic Power,Status,Psychic,--,EOT,--,Self,Raise the user’s Defense 1 Combat Stage and raise the user’s Special Defense 1 Combat Stage.
Dream Eater,Special,Psychic,10,EOT,2,"Melee, 1 Target","Dream Eater can only target Sleeping Pokémon or Trainers. After the target takes damage, the user gains Hit Points equal to half of the damage they dealt to the target. Dream Eater does not wake up sleeping targets."
Extrasensory,Special,Psychic,8,EOT,2,"5, 1 Target",Extrasensory Flinches the target on 19+.
Future Sight,Special,Psychic,12,Scene x2,--,"10, 1 Target","Future Sight does nothing on the turn it is used. At the end of the user's next turn, Future Sight hits, even if the user is no longer on the field. Future Sight cannot miss."
Gravity,Status,Psychic,--,Daily x2,--,Field,"For 5 rounds, the area is considered Warped. While Warped, Moves that involve the user being airborne may not be used. Pokémon cannot use Sky or Levitate Capabilities to end their turn at an altitude higher than 1 meter. Flying-Types and Pokémon with the Ability Levitate are no longer immune to Ground-Type Moves. All Accuracy Rolls receive a +2 Bonus."
Guard Split,Status,Psychic,--,Scene,--,"Melee, 1 Target","The target loses 5 Defense and 5 Special Defense. If they do, the user gains 5 Damage Reduction. These effects last until the end of the Scene."
Guard Swap,Status,Psychic,--,Scene,--,"Melee, 1 Target","The user and the target trade Combat Stage values for the Defense Stat, and then for the Special Defense Stat."
Heal Block,Status,Psychic,--,EOT,2,"6, 1 Target","Until the end of the encounter, the target may not gain HP or Temporary HP from any source. This effect ends if the target is switched out or Takes a Breather."
Healing Wish,Status,Psychic,--,Daily,--,"6, 1 Target, Healing","The user immediately Faints, lowering its HP to 0. The user takes no Injuries from HP Markers when using Healing Wish. The target is immediately cured of up to 3 injuries, healed to their Maximum Hit Points, and has the Frequency of all Moves restored. Healing Wish may target a Pokémon in a Poké Ball. Healing Wish does not restore the Frequency of Healing Wish or Lunar Dance. Injuries healed through Healing Wish count toward the total number of Injuries that can be healed each day, and this healing is limited by the same."
Heal Pulse,Status,Psychic,--,Daily x2,--,"6, 1 Target, Aura, Healing",Restores 50% of the target’s max Hit Points. Heal Pulse’s user may not target itself with Heal Pulse.
Heart Stamp,Physical,Psychic,6,EOT,2,"Melee, 1 Target",Heart Stamp Flinches the target on 15+.
Heart Swap,Status,Psychic,--,Daily,--,"10, 2 Targets",The targets trade Combat Stage values for each stat.
Hyperspace Hole,Special,Psychic,10,Daily,2,"Melee, 3 Targets","Make and resolve of Hyperspace Hole’s attacks separately. In between each attack, the user may Shift using their Teleporter capability, ending the Shift next to a legal target. Interrupts may not be triggered against Hyperspace Hole.."
Hypnosis,Status,Psychic,--,Scene x2,6,"4, 1 Target",The target falls Asleep.
Imprison,Status,Psychic,--,Scene x2,--,"10, 1 Target",The target is Locked for the rest of the Scene. A Locked target may not use any Moves the user knows. Imprison cannot miss.
Instruct,Status,Psychic,--,Scene x2,--,"Melee, 1 Target","The target immediately reuses the attack it performed last, ignoring frequency, as a Free Action. They may choose new targets for the copied attack. Instruct may not be used if the Target's last Move was Instruct."
Kinesis,Status,Psychic,--,Scene,--,"6, 1 Target, Trigger, Interrupt","If the user or an Ally within 6 meters is about to be hit by an attack, the user may use Kinesis as an interrupt. The triggering Accuracy Roll receives a -4 penalty. This may cause Moves to miss."
Light Screen,Status,Psychic,--,Scene,--,Blessing,"Blessing – Any user affected by Light Screen may activate it when receiving Special Damage to resist the Damage one step. Light Screen may be activated 2 times, and then disappears."
Lunar Dance,Status,Psychic,--,Daily,--,8,"The user immediately Faints, lowering its Hit Points to 0. The user takes no Injuries from Hit Point Markers when using Lunar Dance. The target is immediately cured of up to 3 injuries, healed to their Maximum Hit Points, and has the Frequency of all Moves restored. Lunar Dance may target a Pokémon in a Poké Ball. Lunar Dance does not restore the Frequency of Healing Wish or Lunar Dance. Injuries healed through Lunar Dance count toward the total number of Injuries that can be healed each day, and this healing is limited by the same."
Luster Purge,Special,Psychic,7,Scene x2,2,"8, 1 Target",Luster Purge lowers the target's Special Defense by -1 CS on an Even-Numbered Roll.
Magic Coat,Status,Psychic,--,Daily,--,"4, Interrupt, Trigger","If the user is about to get a hit by a Move that does not have a Damage Dice Roll, they may use Magic Coat as an Interrupt. The Interrupted Move’s user is treated as if they were the target of their own Move, with the user of Magic Coat as the user."
Magic Powder,Status,Psychic,--,Daily,2,"5, 1 Target",The target gains the Psychic Type in addition to its other Types for 5 turns.
Magic Room,Status,Psychic,--,Daily x2,--,Field,"The area becomes Useless for 5 rounds. While Useless, Pokémon may not benefit from the effects of any Held Items, and Trainers cannot benefit from any Accessory-Slot equipment. This does not affect consumable or activated items, only Items with Static effects or Triggers."
Meditate,Status,Psychic,--,At-Will,--,Self,Raise the user’s Attack 1 Combat Stage.
Miracle Eye,Status,Psychic,--,Scene x2,--,"Self, Swift Action","Miracle Eye may be activated as a Swift Action on the user’s turn. For the rest of the turn, the user’s Psychic-Type Moves can hit and affect Dark-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those."
Mirror Coat,Status,Psychic,--,Scene,--,"Any, 1 Target, Reaction","Mirror Coat may be used as a Reaction when the user is hit by a damaging Special Attack. Resolve the Triggering Attack, with Mirror Coat’s user resisting the attack one step further. After the attack is resolved, if Mirror Coat’s user was not Fainted, the triggering foe then loses Hit Points equal to twice the amount of Hit Points lost by the user from the triggering attack. Note that Mirror Coat is Special, and while it cannot miss, it cannot hit targets immune to Psychic-Type Moves."
Mist Ball,Special,Psychic,7,Scene x2,2,"12, 1 Target",Mist Ball lowers the target’s Special Attack by 1 Combat Stage on an Even-Numbered Roll.
Photon Geyser,Special,Psychic,10,Scene,2,Burst 2,"This attack uses the highest of the user’s Attack or Special Attack Stat, though it remains a Special Move. This Move ignores any Abilities that would cause it to fail or miss, such as Dodge or Wonder Guard; those Abilities cannot be activated in response to Photon Geyser."
Power Split,Status,Psychic,--,Scene,--,"Melee, 1 Target","The target has their Attack and Special Attack lowered by 5. If they do, the user gains a +5 bonus to Damage Rolls. These effects last until the end of the scene."
Power Swap,Status,Psychic,--,Scene,--,"Melee, 1 Target","The user and the target trade Combat Stage values for the Attack Stat, and then for the Special Attack Stat."
Power Trick,Status,Psychic,--,Scene,--,Self,"The user's Attack stat and Defense stat are switched for the remainder of the encounter, or until the user is switched out or Fainted."
Prismatic Laser,Special,Psychic,16,Daily x2,4,"Line 8, Smite, Exhaust",--
Psybeam,Special,Psychic,7,At-Will,2,"6, 1 Target",Psybeam Confuses the target on 19+.
Psychic,Special,Psychic,9,EOT,2,"5, 1 Target, Push",The target is Pushed 1 meter in any direction. Psychic lowers the target’s Special Defense 1 Combat Stage on 17+.  Grants Telekinetic.
Psychic Fangs,Physical,Psychic,9,EOT,2,"Melee, 1 Target","Light Screen, Reflect and Aurora Veil cannot be declared in response to Psychic Fangs."
Psychic Terrain,Status,Psychic,--,Daily x2,--,Field,"The Field becomes Weird for five rounds. While the Field is Weird, non-Flying and non- Levitating Pokemon cannot declare Priority or Interrupt Moves outside their own Initiatives. Damaging Psychic-Type attacks deal an additional 10 damage."
Psycho Boost,Special,Psychic,14,Scene,4,"8, Ranged Blast 3, Smite",Lower the user's Special Attack by -2 Combat Stages after damage is resolved.
Psycho Cut,Physical,Psychic,7,EOT,2,"6, 1 Target",Psycho Cut is a Critical Hit on 18+.
Psycho Shift,Status,Psychic,--,Scene,--,"Melee, 1 Target",The user is cured of a Status ailment and the target is given that Status ailment. Psycho Shift cannot miss. Psycho Shift can only be used if the user has a Status ailment and the target does not have the status ailment that is being transferred.
Psyshock,Special,Psychic,8,At-Will,2,"4, 1 Target","When calculating damage, the target subtracts their Defense from Psyshock's damage instead of their Special Defense. Psyshock is still otherwise Special (Special Evasion is used to avoid it, Mirror Coat can reflect it, etc.)"
Psystrike,Special,Psychic,10,EOT,2,"4, 1 Target"," When calculating damage, the target subtracts their Defense from Psystrike's damage instead of their Special Defense. Psystrike is still otherwise Special (Special Evasion is used to avoid it, Mirror Coat can reflect it, etc.)"
Psywave,Special,Psychic,See Effect,Scene,5,"6, 1 Target","Roll 1d4; on 1 the target loses HP equal to half the user's Level; on 2 the target loses HP equal to the user's Level; on 3 the target loses HP equal to 1.5x the user's level; on 4 the target loses HP equal to the user's Level doubled. Do not apply weakness or resistance, and do not apply Stats. Do apply Immunity."
Reflect,Status,Psychic,--,Scene,--,Blessing,"Blessing – Any user affected by Reflect may activate it when receiving Physical Damage to resist the Damage one step. Reflect may be activated 2 times, and then disappears."
Rest,Status,Psychic,--,Scene,--,"Self, Healing","The user is set to their full Hit Point value. The user is cured of any Status ailments. Then, the user falls Asleep. The user cannot make Sleep Checks at the beginning of their turn. They are cured of the Sleep at the end of their turn in 2 rounds."
Role Play,Status,Psychic,--,Daily,--,"Melee, 1 Target","The user gains one of the target's Abilities, chosen at random, for the remainder of the encounter. This effect ends if the user Faints or is switched out. Role Play cannot miss."
Skill Swap,Status,Psychic,--,Scene,--,"Melee, 1 Target","The user loses one of their Abilities, selected by the user, and gains one the target’s Abilities, selected at random, for the remainder of encounter. The target loses the copied Ability, and gains the user’s lost Ability. This effect ends if either the target or the user is Switched out or Fainted, but only for that Pokémon or Trainer."
Speed Swap,Status,Psychic,--,Scene,2,"Melee, 1 Target",The user and the target trade Initiative values.
Stored Power,Special,Psychic,2,EOT,2,"10, 1 Target","For every Combat Stage the user has above 0, add +2 to Stored Power’s Damage Base, up to a maximum of Damage Base 20."
Synchronoise,Special,Psychic,12,Scene x2,2,Burst 3,Synchronoise can only hit targets that share a type with Synchronoise's user.
Telekinesis,Status,Psychic,--,Scene x2,--,"4, 1 Target","The target becomes Lifted. While Lifted, they gain the Levitate Ability, are Slowed, and lose all Movement Capabilities except for the Levitate 4 granted by Levitate (reduced to 2 by the Slow condition). While Lifted, the user may not apply any Evasion bonuses to determine whether they are hit by Moves or not. The Lifted target may use a Shift Action to roll 1d20; on a result of 16+, they stop being Lifted. *Grants Telekinetic"
Teleport,Status,Psychic,--,Scene,--,"Self, Interrupt","The user Teleports up to X meters, where X is its Teleporter Capability. Any Move that targeted Teleport's user continue through the desired target's space if the Move allows for it as if the user hadn't been there; single target moves simply miss. *Grants Teleporter 4"
Trick,Status,Psychic,--,Scene,2,"5, 2 Targets","Both targets must be hit for Trick to succeed. The user may target itself or willing allies with Trick; you do not need to roll for Accuracy Check in these cases. Both targets lose their Held Item and gain the other target's Held Item. If a target has no Held Item, they still can gain the other target's Held Item."
Trick Room,Status,Psychic,--,Daily x2,--,Field,"Starting at the beginning of the next round, for 5 rounds, the area is considered Rewinding. While Rewinding, Initiative is reversed, and participants instead go from lowest Initiative to highest."
Wonder Room,Status,Psychic,--,Daily x2,--,Field,"For 5 rounds, the area is considered Wondered. While Wondered, each individual Pokémon's Defense and Special Defense are switched."
Zen Headbutt,Physical,Psychic,8,EOT,4,"Melee, 1 Target, Dash",Zen Headbutt Flinches the target on 15+.
Accelerock,Physical,Rock,4,At-Will,2,"Melee, 1 Target, Priority",--
Ancient Power,Special,Rock,6,EOT,2,"6, 1 Target, Spirit Surge",The user has each of its stats raised by +1 CS on 19+.
Diamond Storm,Physical,Rock,10,Scene,3,"Close Blast 3, Friendly, Smite",Diamond Storm raises the User’s Defense by +1 CS on an Even-Numbered Roll.
Head Smash,Physical,Rock,15,Scene,5,"Melee, 1 Target, Dash, Push, Recoil 1/3",The target is pushed 2 meters.
Power Gem,Special,Rock,8,At-Will,2,"6, 1 Target",--
Rock Blast,Physical,Rock,3,EOT,5,"6, 1 Target, Five Strike",*Grants Materializer
Rock Polish,Status,Rock,--,EOT,--,Self,Raise the user's Speed by +2 CS.
Rock Slide,Physical,Rock,8,Scene x2,4,"6, Ranged Blast 3",Rock Slide Flinches all legal targets on 17+.
Rock Throw,Physical,Rock,5,At-Will,4,"6, 1 Target",--
Rock Tomb,Physical,Rock,6,At-Will,5,"6, 1 Target",Rock Tomb lowers the target's Speed by -1 CS. *Grants Materializer
Rock Wrecker,Physical,Rock,15,Daily x2,4,"Melee, 1 Target, Dash, Exhaust, Smite",*Grants Materializer
Rollout,Physical,Rock,3,At-Will,4,"Melee, Pass","The user continues to use Rollout on each of its turns until they miss any target with Rollout, or are not able to hit any target with Rollout during their turn. Each successive use of Rollout increases Rollout’s Damage Base by +4 to a maximum of DB 15."
Sandstorm,Status,Rock,--,Daily x2,--,"Field, Weather","The weather changes to a Sandstorm for 5 rounds. While it is Sandstorming, all non-Ground, Rock, or Steel Type Pokémon lose a Tick of Hit Points at the beginning of their turn."
Smack Down,Physical,Rock,5,Scene x2,2,"8, 1 Target","The target is knocked down to ground level, and loses all Sky or Levitate Speeds for 3 turns. During this time, they may be hit by Ground-Type Moves even if normally immune."
Stealth Rock,Status,Rock,--,Scene,--,"Field, Hazard","Set 4 square meters of Stealth Rock hazards within 6 meters. If a foe moves within 2 meters of a space occupied by Rocks, move at most one Rock to the offender, then destroy the Rock. When that happens, the Stealth Rock causes a foe to lose a Tick of Hit Points. Stealth Rock is considered to be dealing damage; Apply Weakness and Resistance. Do not apply stats. A Pokémon who has been hit by a Stealth Rock Hazard cannot get hit by another in the same encounter until it is returned to a Poké Ball and then sent back out. *Grants Materializer"
Stone Edge,Physical,Rock,10,EOT,5,"8, 1 Target",Stone Edge is a Critical Hit on 17+.
Tar Shot,Status,Rock,--,Scene,2,Cone 2,"The target gains a Coat that is automatically expended upon being hit with a Fire Type attack in order to make them one step more vulnerable to that attack. In addition, the target’s Speed is lowered by 1 CS."
Wide Guard,Status,Rock,--,Scene,--,"Burst 1, Interrupt, Shield, Trigger","If an Ally adjacent to Wide Guard’s user is hit by a Move, you may use Wide Guard as an Interrupt. All targets adjacent to Wide Guard’s user, including the user, are instead not hit by the triggering Move and do not suffer any of its effects."
Anchor Shot,Physical,Steel,8,EOT,2,"Melee, 1 Target",The Target is Trapped for 2 rounds. Anchor Shot may only be used from the user's Anchor Token.
Autotomize,Status,Steel,--,EOT,--,Self,"For the remainder of the Encounter, the user’s Weight Class is one value lower, to a minimum of 1. If the user can, the user’s Speed is raised by +2 Combat Stages."
Behemoth Bash,Physical,Steel,10,Scene x2,2,"Melee, 1 Target","The DB of Behemoth Bash increases by +2 for each positive CS the target has, to a maximum of DB 20."
Behemoth Blade,Physical,Steel,10,Scene x2,2,"Melee, 1 Target","The DB of Behemoth Blade increases by +2 for each positive CS the target has, to a maximum of DB 20."
Bullet Punch,Physical,Steel,4,At-Will,2,"Melee, 1 Target, Priority",--
Doom Desire,Special,Steel,14,Scene x2,--,"10, 1 Target","Doom Desire does nothing on the turn it is used. At the end of the user's next turn, Doom Desire hits, even if the user if no longer on the field. Doom Desire cannot miss."
Double Iron Bash,Physical,Steel,6,Scene x2,2,"Melee, 1 Target, Double Strike",Double Iron Bash Flinches the targets on 15+.
Flash Cannon,Special,Steel,8,EOT,2,"6, 1 Target",Flash Cannon lowers the target's Special Defense by -1 CS on 17+.
Gear Grind,Physical,Steel,5,EOT,3,"Melee, 1 Target, Double Strike",--
Gear Up,Status,Steel,--,Scene x2,--,Burst 4,All targets with the Plus or Minus Abilities receive +1 Attack and Special Attack Combat Stages.
Gear Up [SS],Status,Steel,--,Scene x2,--,Burst 4,All targets that are Steel-Typed receive +1 Attack and Special Attack Combat Stages
Gyro Ball,Physical,Steel,6,Scene x2,2,"6, 1 Target","The target reveals their Speed Stat (including Combat Stages). If it is higher than the user’s (including Combat Stages), subtract the user’s Speed Stat from the target’s and apply the difference as Bonus Damage."
Heavy Slam,Physical,Steel,4,EOT,2,"Melee, 1 Target","For each weight class the user is above the target, increase Heavy Slam's Damage Base by +2."
Iron Defense,Status,Steel,--,EOT,--,Self,Raise the user's Defense by +2 CS.
Iron Head,Physical,Steel,8,EOT,2,"Melee, 1 Target, Dash",Iron Head Flinches the target on 15+.
Iron Tail,Physical,Steel,10,Scene x2,6,"Melee, 1 Target, Smite",Iron Tail lowers the target’s Defense by -1 CS on 19+.
King's Shield,Status,Steel,--,Scene,--," Self, Interrupt, Shield, Trigger"," If the user is hit by an attack, the user may use King’s Shield. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker’s Attack is lowered by -2 CS."
Magnet Bomb,Physical,Steel,6,EOT,--,"8, 1 Target",Magnet Bomb cannot miss. *Grants Magnetic
Metal Burst,Physical,Steel,See Effect,Scene,--,Burst 1,Metal Burst causes all legal targets in the burst to lose HP equal to the total amount of direct Damage the user has taken since the beginning of this Round. Metal Burst cannot miss.
Metal Claw,Physical,Steel,5,At-Will,3,"Melee, 1 Target, Spirit Surge",Raise the user's Attack by +1 CS on 18+.
Metal Sound,Status,Steel,--,EOT,4,"Burst 2, Friendly, Sonic",All Legal Targets have their Special Defense lowered by -2 CS.
Meteor Mash,Physical,Steel,9,EOT,4,"Melee, 1 Target, Dash, Spirit Surge",Raise the user's Attack by +1 CS on 15+.
Mirror Shot,Special,Steel,7,EOT,5,"6, Ranged Blast 2",All Legal Targets have their Accuracy lowered by -2 on 16+.
Shift Gear,Status,Steel,--,Scene x2,--,Self,Raise the user’s Attack by +1 CS and Speed by +2 CS.
Smart Strike,Physical,Steel,7,EOT,2,"Melee, 1 Target",Smart Strike cannot miss.
Steel Beam,Special,Steel,14,Daily,3,"Cone 3, Smite",The user’s Hit Points are reduced by 50% of their full Hit Point value. This Hit Point loss cannot be prevented or reduced in any way.
